Q95241	Q95241	1.000	751	0	0	1	751	1	751	0.000E+00	5132
Q95241	Q5IS80	0.970	770	22	0	1	751	1	770	0.000E+00	4997
Q95241	P79307	0.957	770	32	0	1	751	1	770	0.000E+00	4951
Q95241	Q60495	0.950	770	38	0	1	751	1	770	0.000E+00	4911
Q95241	P12023	0.949	770	38	0	1	751	1	770	0.000E+00	4864
Q95241	P08592	0.949	770	38	0	1	751	1	770	0.000E+00	4862
Q95241	Q28748	1.000	58	0	0	648	705	1	58	2.968E-05	230
Q95241	Q28757	1.000	58	0	0	648	705	1	58	2.968E-05	230
Q95241	Q28053	1.000	59	0	0	647	705	1	59	3.517E-05	227
Q95241	Q29149	1.000	57	0	0	648	704	1	57	1.030E-04	208
Q95241	Q28280	1.000	58	0	0	647	704	1	58	3.016E-04	189
Q28053	Q28053	1.000	59	0	0	1	59	1	59	6.872E-09	298
Q28053	Q28748	1.000	58	0	0	2	59	1	58	2.882E-08	278
Q28053	Q28757	1.000	58	0	0	2	59	1	58	2.882E-08	278
Q28053	Q29149	1.000	57	0	0	2	58	1	57	2.475E-07	248
Q28053	Q95241	1.000	59	0	0	1	59	647	705	6.284E-07	235
Q28053	P79307	1.000	59	0	0	1	59	666	724	6.284E-07	235
Q28053	Q5IS80	1.000	59	0	0	1	59	666	724	6.284E-07	235
Q28053	Q60495	1.000	59	0	0	1	59	666	724	6.284E-07	235
Q28053	Q28280	1.000	58	0	0	1	58	1	58	8.370E-07	231
Q28053	P08592	0.949	59	3	0	1	59	666	724	1.187E-05	194
Q28053	P12023	0.949	59	3	0	1	59	666	724	1.472E-05	191
Q28280	Q28280	1.000	58	0	0	1	58	1	58	1.320E-09	276
Q28280	Q29149	1.000	57	0	0	2	58	1	57	6.981E-09	256
Q28280	Q28748	1.000	55	0	0	4	58	3	57	5.596E-08	231
Q28280	Q28757	1.000	55	0	0	4	58	3	57	5.596E-08	231
Q28280	Q28053	1.000	58	0	0	1	58	1	58	7.808E-08	227
Q28280	Q95241	1.000	58	0	0	1	58	647	704	1.324E-06	193
Q28280	Q5IS80	1.000	58	0	0	1	58	666	723	1.439E-06	192
Q28280	P08592	0.948	58	3	0	1	58	666	723	1.700E-06	190
Q28280	P79307	1.000	58	0	0	1	58	666	723	1.848E-06	189
Q28280	Q60495	1.000	58	0	0	1	58	666	723	1.848E-06	189
Q28280	P12023	0.948	58	3	0	1	58	666	723	2.182E-06	187
P08592	P08592	1.000	770	0	0	1	770	1	770	0.000E+00	5145
P08592	P12023	0.992	770	6	0	1	770	1	770	0.000E+00	5103
P08592	P79307	0.980	770	15	0	1	770	1	770	0.000E+00	4957
P08592	Q5IS80	0.970	770	23	0	1	770	1	770	0.000E+00	4928
P08592	Q60495	0.968	770	25	0	1	770	1	770	0.000E+00	4921
P08592	Q95241	0.949	770	38	0	1	770	1	751	0.000E+00	4836
P08592	Q28748	0.948	58	3	0	667	724	1	58	4.778E-04	182
P08592	Q28757	0.948	58	3	0	667	724	1	58	4.778E-04	182
P08592	Q29149	0.947	57	3	0	667	723	1	57	5.655E-04	179
P08592	Q28280	0.948	58	3	0	666	723	1	58	5.655E-04	179
P08592	Q28053	0.949	59	3	0	666	724	1	59	5.655E-04	179
Q60495	Q60495	1.000	770	0	0	1	770	1	770	0.000E+00	5187
Q60495	P79307	0.974	770	20	0	1	770	1	770	0.000E+00	5039
Q60495	Q5IS80	0.970	770	23	0	1	770	1	770	0.000E+00	5017
Q60495	P08592	0.968	770	25	0	1	770	1	770	0.000E+00	4932
Q60495	P12023	0.963	770	28	0	1	770	1	770	0.000E+00	4925
Q60495	Q95241	0.950	770	38	0	1	770	1	751	0.000E+00	4880
Q60495	Q28053	1.000	59	0	0	666	724	1	59	4.318E-05	223
Q60495	Q28748	1.000	58	0	0	667	724	1	58	4.569E-05	222
Q60495	Q28757	1.000	58	0	0	667	724	1	58	4.569E-05	222
Q60495	Q29149	1.000	57	0	0	667	723	1	57	1.589E-04	200
Q60495	Q28280	1.000	58	0	0	666	723	1	58	4.662E-04	181
Q28748	Q28748	1.000	58	0	0	1	58	1	58	1.609E-08	286
Q28748	Q28757	1.000	58	0	0	1	58	1	58	1.609E-08	286
Q28748	Q28053	1.000	58	0	0	1	58	2	59	3.069E-08	277
Q28748	Q29149	1.000	57	0	0	1	57	1	57	1.384E-07	256
Q28748	Q95241	1.000	58	0	0	1	58	648	705	5.030E-07	238
Q28748	P79307	1.000	58	0	0	1	58	667	724	5.030E-07	238
Q28748	Q5IS80	1.000	58	0	0	1	58	667	724	5.030E-07	238
Q28748	Q60495	1.000	58	0	0	1	58	667	724	5.030E-07	238
Q28748	Q28280	1.000	57	0	0	1	57	2	58	6.701E-07	234
Q28748	P08592	0.948	58	3	0	1	58	667	724	8.858E-06	198
Q28748	P12023	0.948	58	3	0	1	58	667	724	1.098E-05	195
P79307	P79307	1.000	770	0	0	1	770	1	770	0.000E+00	5207
P79307	Q60495	0.974	770	20	0	1	770	1	770	0.000E+00	5067
